ID;Name;Latitude;Longitude;TransportType;adresse;compl_adresse;code_postale
3418;Grands Moulins de Pantin;48.8971841;2.3961163;velo;Rue Ella Fitzgerald;Quartier du Pont-de-Flandre;75019
3419;Tanger - Place du Maroc;48.8862282;2.3688612;velo;Rue de Tanger;Quartier de la Villette;75019
3420;Place de la République - Voltaire;48.8668046;2.3654899;velo;Avenue de la République;Quartier de la Folie-Méricourt;75011
3421;Fragonard - Porte de Clichy;48.8941445;2.3146952;velo;Rue Fragonard;Quartier des Épinettes;75017
3422;Paris Bike Tour;48.8620663;2.352704;velo;13;Rue Brantôme;75003
3423;Franquet - Labrouste;48.8328697;2.3068297;velo;Rue Franquet;Quartier Saint-Lambert;75015
3424;Croix Nivert - Square Saint-Lambert;48.8430898;2.2953215;velo;Rue de la Croix Nivert;Quartier Saint-Lambert;75015
3425;Université Paris Dauphine;48.8708161;2.2749183;velo;Boulevard Lannes;Quartier de la Porte-Dauphine;75116
3426;Bagnolet - Orteaux;48.8568541;2.3980337;velo;Rue de Bagnolet;Quartier de Charonne;75020
3427;Roquette - Thiéré;48.8550968;2.373443;velo;Rue de la Roquette;Quartier de la Roquette;75011
3428;Jouffroy d'Abbans - Malesherbes;48.8850146;2.3070199;velo;Rue Jouffroy d'Abbans;Quartier de la Plaine-de-Monceau;75017
3429;Pyrénées - Cours de Vincennes;48.8478853;2.4061185;velo;Rue des Pyrénées;Quartier de Charonne;75020
3430;Philippe Auguste;48.8517825;2.3931277;velo;Passage Philippe Auguste;Quartier Sainte-Marguerite;75011
3431;Colonel Monteil - Brune;48.8264658;2.3092414;velo;Rue du Colonel Monteil;Quartier de Plaisance;75014
3432;Place de la Nation - Taillebourg;48.84895;2.3973385;velo;Place de la Nation;Quartier Sainte-Marguerite;75011
3433;Ménilmontant - Oberkampf;48.8669059;2.3823236;velo;Rue Oberkampf;Quartier Saint-Ambroise;75011
3434;Petit - Manin;48.886388;2.3937375;velo;Rue Petit;Quartier d'Amérique;75019
3435;Pergolèse - Marbeau;48.8735554;2.2814911;velo;Rue Pergolèse;Quartier de la Porte-Dauphine;75116
3436;Flandrin - Longchamp;48.8687039;2.274287;velo;Boulevard Flandrin;Quartier de la Porte-Dauphine;75116
3437;Athènes - Clichy;48.8781041;2.3294724;velo;Rue d'Athènes;Quartier Saint-Georges;75009
3438;Departement - Pajol;48.8866841;2.361445;velo;Rue du Département;Quartier de la Chapelle;75018
3439;Riquet - Marx Dormoy;48.890199;2.3603326;velo;Rue Riquet;Quartier de la Chapelle;75018
3440;Pierre Joseph Desault;48.8211383;2.3787242;velo;Rue Pierre-Joseph Desault;Quartier de la Gare;75013
3441;Pajol - Riquet;48.889479;2.3627914;velo;Rue Pajol;Quartier de la Chapelle;75018
3442;Fernand Braudel - Vincent Auriol;48.8361541;2.3725158;velo;Rue Fernand Braudel;Quartier de la Gare;75013
3443;Dutot - Place Alleray;48.8366401;2.3069213;velo;Rue Dutot;Quartier Saint-Lambert;75015
3444;Keller - La Roquette;48.855531;2.3752267;velo;Rue Keller;Quartier de la Roquette;75011
3445;Pré Saint-Gervais - Lilas;48.8779451;2.3960334;velo;Rue du Pré Saint-Gervais;Quartier d'Amérique;75019
3446;Pyrénées - Plaine;48.8503463;2.4062909;velo;Rue des Pyrénées;Quartier de Charonne;75020
3447;Porte de Ménilmontant;48.8691394;2.4093063;velo;Rue Vidal de la Blache;Quartier Saint-Fargeau;75020
3448;Belleville - Télégraphe;48.8756193;2.3994821;velo;Rue de Belleville;Quartier d'Amérique;75019
3449;Ferrus - Saint-Jacques;48.8314299;2.3408313;velo;Rue Ferrus;Quartier du Parc-de-Montsouris;75014
3450;Ouest - Château;48.8361775;2.319394;velo;Rue de l'Ouest;Quartier de Plaisance;75014
3451;Maine - Jean Zay;48.8379888;2.3224383;velo;Avenue du Maine;Quartier de Plaisance;75014
3452;Ménilmontant - Pelleport;48.8706853;2.3989604;velo;Rue de Ménilmontant;Quartier du Père-Lachaise;75020
3453;Place Falguière;48.8363313;2.310461;velo;Rue de la Procession;Quartier Necker;75015
3454;Duhamel - André Gide;48.8366599;2.3127044;velo;Rue Georges Duhamel;Quartier Necker;75015
3455;Guy Môquet - Compoint;48.8920988;2.323359;velo;Rue Guy Môquet;Quartier des Épinettes;75017
3456;Damrémont - Ordener;48.8935069;2.3366674;velo;Rue des Cloÿs;Quartier des Grandes-Carrières;75018
3457;Ordener - Poissonniers;48.8912197;2.3512598;velo;Rue Ordener;Quartier de Clignancourt;75018
3458;Danton - Serpente;48.8523926;2.3414387;velo;Rue Danton;Quartier de la Monnaie;75006
3459;Gérando - Rochechouart;48.8829038;2.3463669;velo;Rue Gérando;Quartier de Rochechouart;75009
3460;Square d'Anvers;48.8826283;2.3449016;velo;Rue de Dunkerque;Quartier de Rochechouart;75009
3461;;48.8673647;2.2906906;velo;Chaillot;Paris 16e Arrondissement;75116
3462;Étienne Marcel - Montorgueil;48.8645723;2.3463019;velo;Rue Étienne Marcel;Quartier du Mail;75002
3463;Legendre - Clichy;48.8889641;2.3225523;velo;Rue Legendre;Quartier des Épinettes;75017
3464;Jacques Callot - Mazarine;48.8552486;2.3375564;velo;Rue Jacques Callot;Quartier de la Monnaie;75006
3465;Bachaumont - Montmartre;48.8661047;2.3454362;velo;Rue Bachaumont;Quartier du Mail;75002
3466;Place de la Nation - Charonne;48.8483689;2.3997585;velo;Cours de Vincennes;Quartier de Charonne;75020
3467;Saint-Amand - Labrouste;48.8341364;2.3088285;velo;Rue Saint-Amand;Quartier Saint-Lambert;75015
3468;Cloître Saint-Merri - Renard;48.858858;2.3518235;velo;4;Rue du Cloître Saint-Merri;75004
3469;Porte Dorée;48.8354364;2.4077144;velo;Place Édouard Renard;Quartier du Bel-Air;75012
3470;Volontaires - Vaugirard;48.8413191;2.3080911;velo;Rue des Volontaires;Quartier Necker;75015
3471;Thouin - Cardinal Lemoine;48.8450614;2.349494;velo;Rue Thouin;Quartier Saint-Victor;75005
3472;Marie-Andrée Lagroua Weill-Hallé - Françoise Dolto;48.82857;2.3802852;velo;Rue Marie-Andrée Lagroua Weill-Hallé;Quartier de la Gare;75013
3473;Turbigo - Réaumur;48.8655857;2.3561633;velo;Rue de Turbigo;Quartier des Arts-et-Métiers;75003
3474;Félix Faure - Lourmel;48.8385888;2.2815835;velo;Avenue Félix Faure;Quartier de Javel;75015
3475;Mairie du 11ème;48.8588888;2.3789873;velo;Rue Sedaine;Quartier de la Roquette;75011
3476;Mairie du 3ème;48.8645182;2.3616458;velo;Rue Perrée;Quartier des Enfants-Rouges;75003
3477;Porte d'Ivry;48.8219643;2.3685406;velo;Avenue d'Ivry;Quartier de la Gare;75013
3478;Ivry - Simone Weil;48.8232281;2.3660212;velo;Avenue d'Ivry;Quartier de la Gare;75013
3479;Maine - Antoine Bourdelle;48.8430628;2.3202945;velo;Rue Antoine Bourdelle;Quartier Necker;75015
3480;Olympiades;48.826922;2.3652354;velo;Rue de Tolbiac;Quartier de la Gare;75013
3481;Vistule - Choisy;48.8236351;2.3615758;velo;Rue de la Vistule;Quartier de la Maison-Blanche;75013
3482;Didot - Mariniers;48.8265022;2.3132188;velo;Rue Didot;Quartier de Plaisance;75014
3483;Greneta - Sebastopol;48.8652434;2.3516713;velo;Rue Greneta;Quartier de Bonne-Nouvelle;75002
3484;Saint-Denis - Réaumur;48.8661916;2.3508795;velo;Rue Saint-Denis;Quartier de Bonne-Nouvelle;75002
3485;Rampal - Belleville;48.8730381;2.3798668;velo;Rue Rampal;Quartier du Combat;75019
3486;Porte d'Orléans;48.822748;2.3250001;velo;Place du 25 Août 1944;Quartier du Petit-Montrouge;75014
3487;Choisy - Malmaisons;48.8219109;2.363348;velo;Avenue de Choisy;Quartier de la Gare;75013
3488;Gare de Lyon - Roland Barthes;48.8439515;2.379015;velo;Rue Roland Barthes;Quartier des Quinze-Vingts;75012
3489;Quai de l'Horloge - Pont Neuf;48.8570865;2.3417635;velo;Quai de l'Horloge;Quartier Saint-Germain-l'Auxerrois;75001
3490;Blaise-Desgoffe - Vaugirard;48.8461417;2.32423;velo;Rue Blaise Desgoffe;Quartier Notre-Dame-des-Champs;75006
3491;Vaneau - Sèvres;48.8487491;2.3203522;velo;Rue Vaneau;Quartier de l'École Militaire;75007
3492;Saint-Placide - Cherche Midi;48.8493351;2.3250005;velo;Rue Saint-Placide;Quartier Notre-Dame-des-Champs;75006
3493;Dareau - Broussais;48.8307082;2.3361149;velo;Rue Dareau;Quartier du Parc-de-Montsouris;75014
3494;Tombe Issoire - René Coty;48.8305304;2.3343949;velo;Rue de la Tombe Issoire;Quartier du Parc-de-Montsouris;75014
3495;René Coty - Place Denfert-Rochereau;48.8331037;2.332687;velo;Avenue René Coty;Quartier du Petit-Montrouge;75014
3496;Parc de Belleville - Julien Lacroix;48.8703409;2.3842505;velo;Rue Julien Lacroix;Quartier de Belleville;75020
3497;Gare d'Austerlitz;48.8424038;2.3639006;velo;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
3498;Gare d'Austerlitz - Hôpital;48.8418549;2.3634917;velo;Rue David Bowie;Quartier de la Salpêtrière;75013
3499;Constantine - Université;48.8606515;2.3148342;velo;Rue de Constantine;Quartier des Invalides;75007
3500;Las Cases - Bourgogne;48.8590743;2.3186208;velo;Rue Las Cases;Quartier des Invalides;75007
3501;Varenne;48.8576838;2.3149556;velo;Boulevard des Invalides;Quartier des Invalides;75007
3502;Duroc - Place de Breteuil;48.8475312;2.3128179;velo;Rue Duroc;Quartier de l'École Militaire;75007
3503;Legendre - Nollet;48.8877521;2.3203072;velo;Rue Legendre;Quartier des Batignolles;75017
3504;Blaise-Desgoffe - Vaugirard;48.8458924;2.3245175;velo;Rue Blaise Desgoffe;Quartier Notre-Dame-des-Champs;75006
3505;Sèvres - Lecourbe;48.8448054;2.3111022;velo;Boulevard Pasteur;Quartier Necker;75015
3506;Bobillot - Moulin des Prés;48.8286476;2.3531199;velo;Rue Bobillot;Quartier de la Maison-Blanche;75013
3507;Mouton Duvernet - Général Leclerc;48.8315023;2.3293192;velo;Rue Mouton Duvernet;Quartier du Petit-Montrouge;75014
3508;Didot - Place de Moro-Giafferi;48.833685;2.3215052;velo;Rue Didot;Quartier de Plaisance;75014
3509;Mairie du 14ème;48.832518;2.3254135;velo;Place Gilbert Perroy;Quartier du Petit-Montrouge;75014
3510;Vignes - Boulainvilliers;48.8561359;2.2752106;velo;Rue des Vignes;Quartier de la Muette;75016
3511;Quai Panhard et Levassor;48.8282374;2.3844729;velo;Quartier de la Gare;Paris 13e Arrondissement;75013
3512;Porte Maillot - Pereire;48.8777509;2.2844435;velo;Boulevard Pereire;Quartier des Ternes;75017
3513;Marc Sangnier - Porte de Vanves;48.8253204;2.3106734;velo;Avenue Marc Sangnier;Quartier de Plaisance;75014
3514;Gaston Tessier - Rosa Parks RER;48.8961258;2.3744823;velo;Rue Gaston Tessier;Quartier du Pont-de-Flandre;75019
3515;Saint-Lazare - Place d'Estienne d'Orves;48.8768665;2.3327976;velo;Rue Saint-Lazare;Quartier Saint-Georges;75009
3516;Jean Calvin - Tournefort;48.8415833;2.3487158;velo;Rue Jean Calvin;Quartier du Val-de-Grâce;75005
3517;Auguste Cain - Jean Moulin;48.8257063;2.3212688;velo;Rue Auguste Caïn;Quartier du Petit-Montrouge;75014
3518;Villette - Belleville;48.87288;2.3762286;velo;Boulevard de la Villette;Quartier du Combat;75019
3519;Jussieu - Fossés Saint-Bernard;48.8471553;2.3534748;velo;Rue Jussieu;Quartier Saint-Victor;75005
3520;François 1er - Montaigne;48.8668746;2.306685;velo;Rue François-Iᵉʳ;Quartier des Champs-Élysées;75008
3521;Place du Canada;48.8652463;2.3101062;velo;Avenue Franklin Delano Roosevelt;Quartier des Champs-Élysées;75008
3522;Magenta - Chabrol;48.8765329;2.3559806;velo;Boulevard de Magenta;Quartier Saint-Vincent-de-Paul;75010
3523;Porte de Saint-Ouen - Bessières;48.8979326;2.3285399;velo;Boulevard Bessières;Quartier des Épinettes;75017
3524;Ségur - d'Estrées;48.8513603;2.3098259;velo;23;Avenue de Ségur;75007
3525;Sambre et Meuse - Villette;48.874409;2.3737971;velo;Rue de Sambre et Meuse;Quartier de l'Hôpital Saint-Louis;75010
3526;Choisy - Tolbiac;48.8259105;2.3602008;velo;Avenue de Choisy;Quartier de la Gare;75013
3527;Chevaleret - Tolbiac;48.8292524;2.3760818;velo;Rue du Chevaleret;Quartier de la Gare;75013
3528;Malesherbes - Place de la Madeleine;48.8703804;2.323324;velo;Boulevard Malesherbes;Quartier de la Madeleine;75008
3529;Nationale - Marcel Duchamp;48.824837;2.3677301;velo;Rue Nationale;Quartier de la Gare;75013
3530;Place Jean Delay;48.8233117;2.3543321;velo;Rue du Docteur Leray;Quartier de la Maison-Blanche;75013
3531;Mairie du 4ème;48.8559636;2.3563873;velo;Rue du Pont Louis-Philippe;Quartier Saint-Gervais;75004
3532;Paul Bodin - Clichy;48.8926315;2.3173091;velo;Rue Paul Bodin;Quartier des Épinettes;75017
3533;Ramponeau - Belleville;48.8710547;2.3792237;velo;Rue Ramponeau;Quartier de Belleville;75020
3534;Paul Barruel - Vaugirard;48.8400345;2.3045099;velo;Rue Paul Barruel;Quartier Saint-Lambert;75015
3535;Faubourg Du Temple - Republique;48.8679361;2.3649665;velo;Rue du Faubourg du Temple;Quartier de la Porte-Saint-Martin;75010
3536;Marseille - Beaurepaire;48.8716565;2.3639089;velo;Rue de Marseille;Quartier de la Porte-Saint-Martin;75010
3537;Cherche-Midi - Hôpital Necker;48.8446188;2.3178078;velo;Place Camille Claudel;Quartier Necker;75015
3538;Epée de Bois - Mouffetard;48.8415031;2.3498898;velo;Rue de l'Epée de Bois;Quartier du Jardin des Plantes;75005
3539;Mornay - Sully;48.8497384;2.3647749;velo;Rue Mornay;Quartier de l'Arsenal;75004
3540;Quai des Célestins - Henri IV;48.8512799;2.3624287;velo;Quai des Célestins;Quartier de l'Arsenal;75004
3541;Cimetière de Montrouge;48.8213723;2.3215397;velo;Avenue de la Porte de Montrouge;Quartier du Petit-Montrouge;75014
3542;Parmentier - Fontaine au Roi;48.8678728;2.372704;velo;Avenue Parmentier;Quartier de la Folie-Méricourt;75011
3543;Parmentier - Abel Rabaud;48.8692157;2.3717096;velo;Avenue Parmentier;Quartier de la Folie-Méricourt;75011
3544;Hôpital - Campo-Formio;48.835395;2.3581832;velo;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
3545;Hôpital Pitié Salpêtrière;48.8377177;2.3604526;velo;Boulevard de l'Hôpital;Quartier de la Salpêtrière;75013
3546;Saint-Marcel - Hôpital;48.8395379;2.3608592;velo;Boulevard Saint-Marcel;Quartier de la Salpêtrière;75013
3547;Jacquard - Ternaux;48.864548;2.3730717;velo;Rue Jacquard;Quartier Saint-Ambroise;75011
3548;Pyramide - École du Breuil;48.8225873;2.4587488;velo;Route de la Pyramide;Quartier de Picpus;75012
3549;Sainte-Elisabeth - Turbigo;48.8660926;2.3596278;velo;Rue Sainte-Élisabeth;Quartier des Arts-et-Métiers;75003
3550;Archives - Pastourelle;48.8624372;2.3595188;velo;Rue des Archives;Quartier des Archives;75003
3551;Centre Georges Pompidou;48.8613954;2.3525409;velo;Place Georges Pompidou;Quartier Saint-Merri;75004
3552;Beaubourg - Michel-le-Comte;48.8624999;2.3542486;velo;Rue Beaubourg;Quartier Sainte-Avoye;75003
3553;René Boulanger - Lancry;48.8684965;2.3600097;velo;Promenade Cleews Vellay;Quartier de la Porte-Saint-Martin;75010
3554;Porte Saint-Martin;48.8685995;2.3557832;velo;Rue Meslay;Quartier des Arts-et-Métiers;75003
3555;Square Émile - Chautemps;48.8674928;2.3536572;velo;Rue Salomon de Caus;Quartier des Arts-et-Métiers;75003
3556;Square Simon Bolivar;48.8750834;2.3825758;velo;Avenue Simón Bolívar;Quartier du Combat;75019
3557;Botzaris - Parc des Buttes Chaumont;48.8779502;2.3814623;velo;Rue Botzaris;Quartier du Combat;75019
3558;Manin - Secrétan;48.8791658;2.3785977;velo;Rue Manin;Quartier du Combat;75019
3559;Manin - Simon Bolivar;48.8765033;2.3794201;velo;Rue Manin;Quartier du Combat;75019
3560;Temple - Charlot;48.8656744;2.3653644;velo;Boulevard du Temple;Quartier de la Folie-Méricourt;75011
3561;Richard Lenoir - Jean-Pierre Timbaud;48.8658519;2.3693032;velo;Boulevard Richard-Lenoir;Quartier de la Folie-Méricourt;75011
3562;Richard Lenoir - Republique;48.8665934;2.3692914;velo;Boulevard Jules Ferry;Quartier de la Folie-Méricourt;75011
3563;Jules Ferry - Faubourg du Temple Paris;48.8684447;2.3678484;velo;Boulevard Jules Ferry;Quartier de la Folie-Méricourt;75011
3564;Alibert - Jemmapes;48.8710914;2.3661602;velo;Rue Alibert;Quartier de la Porte-Saint-Martin;75010
3565;Bourse du Travail;48.8690345;2.362289;velo;Rue du Château d'Eau;Quartier de la Porte-Saint-Martin;75010
3566;Mairie du 12ème;48.8408744;2.3875652;velo;Rue de Charenton;Quartier de Picpus;75012
3567;Saint-Maur - République;48.8641872;2.3782745;velo;Rue Saint-Maur;Quartier Saint-Ambroise;75011
3568;Abbeville - Faubourg Poissonnière;48.879226;2.3491474;velo;Rue d'Abbeville;Quartier de Rochechouart;75009
3569;Vivienne - Montmartre;48.8712408;2.3414049;velo;Rue Vivienne;Quartier Vivienne;75002
3570;Reuilly - Daumesnil;48.8395052;2.3974453;velo;Boulevard de Reuilly;Quartier de Picpus;75012
3571;Bercy;48.8400675;2.3787546;velo;Boulevard de Bercy;Quartier de Bercy;75012
3572;Gare de Bercy;48.8397396;2.3827511;velo;Boulevard de Bercy;Quartier de Bercy;75012
3573;Bercy - Villot;48.8418487;2.3767269;velo;Rue de Bercy;Quartier de Bercy;75012
3574;Square René Viviani - Montebello;48.85198;2.3479233;velo;Rue Lagrange;Quartier de la Sorbonne;75005
3575;Gare Saint-Lazare - Cour du Havre;48.8756834;2.3266255;velo;Quartier de l'Europe;Paris 8e Arrondissement;75008
3576;Charonne - Avron;48.851604;2.3984045;velo;Boulevard de Charonne;Quartier de Charonne;75020
3577;Pyrénées - Avron;48.8532577;2.4058878;velo;Rue des Pyrénées;Quartier de Charonne;75020
3578;Arago - Glacière;48.8348831;2.3446182;velo;Boulevard Arago;Quartier de Croulebarbe;75013
3579;Bagnolet - Place Saint-Blaise;48.8597449;2.4033424;velo;Rue de Bagnolet;Quartier de Charonne;75020
3580;Jardin de l'Hospice Debrousse;48.8615025;2.4056491;velo;Rue de Bagnolet;Quartier de Charonne;75020
3581;Buzenval - Vignoles;48.8538745;2.4000889;velo;Rue de Buzenval;Quartier de Charonne;75020
3582;Cordelières - Arago;48.8354915;2.3485751;velo;Rue des Cordelières;Quartier de Croulebarbe;75013
3583;Indre - Prairies;48.862787;2.403447;velo;Rue de l'Indre;Quartier du Père-Lachaise;75020
3584;Alexandre Dumas - Place de la Réunion;48.8553555;2.3997232;velo;Rue Alexandre Dumas;Quartier de Charonne;75020
3585;Pyrénées - Maraîchers;48.8571553;2.4043905;velo;Rue des Maraîchers;Quartier de Charonne;75020
3586;Charonne - Alexandre Dumas;48.8561118;2.3948848;velo;Boulevard de Charonne;Quartier de Charonne;75020
3587;Gambetta - Père Lachaise;48.8642886;2.3982248;velo;Rue Malte-Brun;Quartier du Père-Lachaise;75020
3588;Richard Lenoir - Place de la Bastille;48.8538577;2.3697102;velo;Boulevard Richard-Lenoir;Quartier de la Roquette;75011
3589;Porte d'Auteuil;48.8479557;2.2607777;velo;Rue d'Auteuil;Quartier d'Auteuil;75016
3590;Caire - Dussoubs;48.8678369;2.3495454;velo;Rue du Caire;Quartier de Bonne-Nouvelle;75002
3591;Bagnolet - Orteaux;48.8571283;2.3984615;velo;Rue de Bagnolet;Quartier de Charonne;75020
3592;Gouthière - Poterne des Peupliers;48.8204969;2.3513097;velo;Rue Gouthière;Quartier de la Maison-Blanche;75013
3593;George Sand - Jean de La Fontaine;48.8498673;2.2682583;velo;Rue George Sand;Quartier d'Auteuil;75016
3594;Santé - Arago;48.8350678;2.3415774;velo;Rue de la Santé;Quartier du Montparnasse;75014
3595;Port Royal - Hôpital Cochin;48.8384236;2.3408349;velo;Boulevard de Port-Royal;Quartier du Montparnasse;75014
3596;Square Boucicaut;48.8512722;2.3250514;velo;Rue Velpeau;Quartier Saint-Thomas-d'Aquin;75007
3597;Bastille - Biscornet;48.8512488;2.3691771;velo;Boulevard de la Bastille;Quartier des Quinze-Vingts;75012
3598;Marché d'Auteuil;48.8484191;2.265265;velo;Rue Jean de La Fontaine;Quartier d'Auteuil;75016
3599;Méchain - Faubourg Saint-Jacques;48.8358697;2.337992;velo;Rue Méchain;Quartier du Montparnasse;75014
3600;Mairie du 20ème;48.8653808;2.3990831;velo;Place Gambetta;Quartier du Père-Lachaise;75020
3601;Molitor - Chardon-Lagache;48.8452145;2.2656861;velo;Rue Molitor;Quartier d'Auteuil;75016
3602;Église d'Auteuil;48.8474931;2.2684833;velo;Place Théodore Rivière;Quartier d'Auteuil;75016
3603;Port-Royal - Hôpital du Val-de-Grâce;48.8376873;2.3448263;velo;Boulevard de Port-Royal;Quartier de Croulebarbe;75013
3604;Ménilmontant - Père Lachaise;48.8632485;2.3872679;velo;Boulevard de Ménilmontant;Quartier du Père-Lachaise;75020
3605;Repos - Cimetière du Père Lachaise;48.8595823;2.3895867;velo;Rue du Repos;Quartier du Père-Lachaise;75020
3606;Cassini - Denfert-Rochereau;48.8375462;2.3359815;velo;Rue Cassini;Quartier du Montparnasse;75014
3607;Georges Bernanos - Port Royal;48.840106;2.337302;velo;Avenue Georges Bernanos;Quartier du Val-de-Grâce;75005
3608;Boulard - Daguerre;48.8343812;2.3293114;velo;Rue Boulard;Quartier du Montparnasse;75014
3609;Molitor - Michel-Ange;48.8451792;2.2621107;velo;Rue Molitor;Quartier d'Auteuil;75016
3610;Schoelcher - Raspail;48.8367469;2.3312166;velo;Rue Victor Schœlcher;Quartier du Montparnasse;75014
3611;Lecourbe - Convention;48.8392226;2.2915416;velo;Rue Lecourbe;Quartier Saint-Lambert;75015
3612;Place de la Montagne du Goulet;48.8442675;2.277335;velo;Rue Balard;Quartier de Javel;75015
3613;Plantes - Moulin Vert;48.8300463;2.3232264;velo;Rue des Plantes;Quartier de Plaisance;75014
3614;Abbé Carton - Plantes;48.8277463;2.32074;velo;Rue de l'Abbé Carton;Quartier de Plaisance;75014
3615;Victor Massé - Jean-Baptiste Pigalle;48.8811578;2.3366444;velo;Rue Victor Massé;Quartier Saint-Georges;75009
3616;Convention - Vaugirard;48.8377256;2.2954824;velo;Rue de la Convention;Quartier Saint-Lambert;75015
3617;Place de Barcelone - Mirabeau;48.8476283;2.2735691;velo;Place de Barcelone;Quartier d'Auteuil;75016
3618;Cauchy - Cévennes;48.8433787;2.2752267;velo;Rue Cauchy;Quartier de Javel;75015
3619;Place de Rungis;48.822472;2.3473878;velo;Rue de la Fontaine à Mulard;Quartier de la Maison-Blanche;75013
3620;Place de la Porte de Châtillon;48.8244971;2.318438;velo;Quartier de Plaisance;Paris 14e Arrondissement;75014
3621;Gare du Nord - Hôpital Lariboisière;48.8819441;2.3523463;velo;Rue Ambroise Paré;Quartier Saint-Vincent-de-Paul;75010
3622;Charles Lecocq - Lecourbe;48.8407141;2.2946318;velo;Rue Charles Lecocq;Quartier Saint-Lambert;75015
3623;Place du Moulin de Javel;48.8401165;2.2715628;velo;Quartier de Javel;Paris 15e Arrondissement;75015
3624;Général Martial Valin - Pont du Garigliano;48.8381905;2.270321;velo;Boulevard du Général Martial Valin;Quartier de Javel;75015
3625;Gare du Nord - Saint-Vincent de Paul;48.8809587;2.3524469;velo;Rue Saint-Vincent de Paul;Quartier Saint-Vincent-de-Paul;75010
3626;Brillat-Savarin - Küss;48.8222102;2.350423;velo;Rue Küss;Quartier de la Maison-Blanche;75013
3627;Gare de l'Est - Faubourg-Saint-Martin;48.8756551;2.3594045;velo;Place Madeleine Braun;Quartier de l'Hôpital Saint-Louis;75010
3628;Versailles - Claude Terrasse;48.8402207;2.2638407;velo;Avenue de Versailles;Quartier d'Auteuil;75016
3629;Exelmans - Versailles;48.8409515;2.2644442;velo;Boulevard Exelmans;Quartier d'Auteuil;75016
3630;Sablons - Georges Mandel;48.8638549;2.2818379;velo;Rue des Sablons;Quartier de la Porte-Dauphine;75116
3631;Raymond Poincaré - Place Victor Hugo;48.8703247;2.2850536;velo;Avenue Raymond Poincaré;Quartier de la Porte-Dauphine;75116
3632;Félix Faure - Convention;48.8412189;2.2884111;velo;Avenue Félix Faure;Quartier de Javel;75015
3633;Exelmans - Michel-Ange;48.8431087;2.2598094;velo;Boulevard Exelmans;Quartier d'Auteuil;75016
3634;Boussingault - Tolbiac;48.826044;2.3421816;velo;Rue Boussingault;Quartier de la Maison-Blanche;75013
3635;Traktir - Foch;48.8727911;2.2915221;velo;Rue de Traktir;Chaillot;75116
3636;Raffet - Montmorency;48.85258;2.2631487;velo;Rue Raffet;Quartier d'Auteuil;75016
3637;Convention - Lourmel;48.8420769;2.2859341;velo;Rue de la Convention;Quartier de Javel;75015
3638;Porte Molitor;48.845234;2.2569019;velo;Place de la Porte Molitor;Quartier d'Auteuil;75016
3639;Moulin de la Pointe;48.8210022;2.3563421;velo;Rue du Moulin de la Pointe;Quartier de la Maison-Blanche;75013
3640;Place Étienne Pernet;48.8423752;2.2921193;velo;Rue des Frères Morane;Quartier de Javel;75015
3641;Lakanal - Commerce;48.8444679;2.2940773;velo;Rue Lakanal;Quartier de Grenelle;75015
3642;Place Violet;48.8449074;2.2905663;velo;Quartier de Grenelle;Paris 15e Arrondissement;75015
3643;Eylau - Trocadéro;48.8635604;2.2863683;velo;Avenue d'Eylau;Quartier de la Porte-Dauphine;75116
3644;Saint-Didier - Raymond Poincaré;48.8664409;2.2857019;velo;Rue Saint-Didier;Quartier de la Porte-Dauphine;75116
3645;Butte aux Cailles - Espérance;48.8275951;2.3492036;velo;Rue de la Butte-aux-Cailles;Quartier de la Maison-Blanche;75013
3646;Hôpital Européen Georges Pompidou;48.8376653;2.2756727;velo;Rue Leblanc;Quartier de Javel;75015
3647;Reims - Raymond Pitet;48.8885102;2.2959297;velo;Boulevard de Reims;Quartier de la Plaine-de-Monceau;75017
3648;Wurtz - Tolbiac;48.8264833;2.3443121;velo;Rue Wurtz;Quartier de la Maison-Blanche;75013
3649;Lecourbe - Jean Maridor;48.8380202;2.2877312;velo;Rue Lecourbe;Quartier Saint-Lambert;75015
3650;Dominique Pado - Croix Nivert;48.8364799;2.2897938;velo;Rue Dominique Pado;Quartier Saint-Lambert;75015
3651;Vasco de Gama;48.8367128;2.2836907;velo;Rue Vasco de Gama;Quartier Saint-Lambert;75015
3652;Place Robert Guillemard;48.8361513;2.2811188;velo;Quartier de Javel;Paris 15e Arrondissement;75015
3653;Square Desnouettes;48.8347849;2.2841263;velo;Quartier Saint-Lambert;Paris 15e Arrondissement;75015
3654;Ernest Renan - Parc des Expositions;48.8309254;2.2852287;velo;Avenue Ernest Renan;Quartier Saint-Lambert;75015
3655;Croulebarde - Corvisart;48.8311376;2.3480898;velo;Rue Corvisart;Quartier de Croulebarbe;75013
3656;Place Amédée Gordini - Lefebvre;48.8305564;2.2920871;velo;Place Amédée Gordini;Quartier Saint-Lambert;75015
3657;Bobillot - Tolbiac;48.8256039;2.3502052;velo;Rue Bobillot;Quartier de la Maison-Blanche;75013
3658;Palais des Sports;48.8334608;2.2858724;velo;Boulevard Victor;Quartier Saint-Lambert;75015
3659;Porte de Versailles;48.8322534;2.2874408;velo;Avenue Ernest Renan;Quartier Saint-Lambert;75015
3660;Balard - Montagne de la Fage;48.8385673;2.2783019;velo;Rue Balard;Quartier de Javel;75015
